idx,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,class
832,-90.00,-0.05,11.31,33.05,-90.00,14.68,5.22,-90.00,64.80,-24.34,-59.68,52.74,-18.60,-90.00,48.85,-5.30,-86.09,33.23,
833,-90.00,-5.78,10.71,43.34,-90.00,16.08,4.88,-90.00,69.17,-24.42,-57.25,56.90,-16.55,-78.63,54.10,0.70,-90.00,31.00,
834,-90.00,8.82,13.47,30.49,-90.00,12.45,2.16,-90.00,66.15,-25.07,-55.09,53.36,-21.03,-73.08,53.85,-8.20,-66.44,42.30,
835,-90.00,5.09,14.57,31.96,-90.00,14.89,1.83,-90.00,65.82,-25.64,-57.36,53.29,-20.76,-73.75,55.33,-8.06,-67.29,39.52,
836,-90.00,4.82,15.00,30.88,-90.00,15.91,1.94,-90.00,70.38,-25.45,-55.78,56.37,-19.80,-71.46,58.66,-7.17,-68.07,42.89,
837,-90.00,10.43,12.81,31.42,-90.00,10.20,-2.95,-90.00,70.82,-31.09,-55.40,55.76,-25.55,-70.56,61.53,-12.65,-65.01,47.41,
838,-90.00,8.69,12.89,31.78,-90.00,10.87,-1.99,-90.00,71.66,-30.06,-55.88,56.91,-24.16,-70.75,62.87,-8.99,-68.10,48.85,
839,-90.00,7.12,12.84,31.51,-90.00,13.99,1.93,-90.00,65.77,-25.65,-57.00,53.51,-21.16,-72.43,56.73,-9.23,-69.54,42.83,
840,-90.00,9.28,12.87,32.86,-90.00,10.64,-1.76,-90.00,67.50,-30.50,-54.13,54.73,-24.85,-68.43,60.76,-12.04,-64.58,47.00,
841,-90.00,11.56,14.73,33.54,-90.00,6.16,-6.40,-76.70,70.59,-36.79,-48.00,56.86,-29.23,-61.30,67.06,-13.21,-59.07,49.56,
842,-90.00,10.04,15.49,30.52,-90.00,8.95,-2.21,-78.00,74.74,-31.95,-49.50,59.85,-24.43,-63.94,66.54,-11.22,-60.03,51.21,
843,-90.00,0.88,11.24,42.36,-90.00,17.05,3.56,-90.00,55.80,-25.17,-60.15,48.37,-19.43,-79.97,50.71,-8.77,-74.47,37.78,
844,-90.00,10.78,11.30,31.17,-90.00,8.85,-2.63,-78.88,73.86,-31.61,-49.93,58.89,-24.37,-64.87,63.22,-9.99,-59.53,50.94,
845,-90.00,7.66,12.57,32.33,-90.00,12.90,0.15,-90.00,68.76,-28.05,-53.95,57.15,-21.93,-68.77,61.42,-8.88,-64.61,48.05,
846,-90.00,3.04,15.08,32.62,-90.00,15.32,3.57,-90.00,64.54,-24.39,-51.84,56.27,-16.87,-64.72,60.84,-0.28,-58.24,43.31,
847,-90.00,1.31,13.70,29.99,-90.00,18.26,6.24,-90.00,69.58,-22.28,-53.81,58.11,-15.40,-68.61,56.93,-2.61,-64.16,42.96,
848,-90.00,2.73,14.81,30.27,-90.00,16.39,3.82,-90.00,71.13,-24.98,-52.31,58.92,-17.49,-66.87,59.71,-3.89,-62.78,44.39,
849,-90.00,3.81,15.59,28.36,-90.00,15.18,3.50,-84.14,72.74,-25.07,-51.15,59.89,-17.38,-65.47,60.74,-4.86,-61.38,45.16,
850,-90.00,-16.05,21.71,32.56,-90.00,9.93,33.26,10.53,45.93,14.66,27.60,36.00,7.81,14.93,49.92,22.60,2.37,42.69,
851,-90.00,-13.73,20.43,34.74,-90.00,10.80,33.32,3.50,56.20,10.97,21.36,48.54,4.34,8.01,64.88,20.86,-6.45,47.84,
852,-90.00,-11.93,18.86,36.40,-90.00,10.87,28.87,1.62,59.51,7.68,20.36,49.81,2.47,6.10,65.59,19.55,-8.06,47.24,
853,-90.00,-13.59,19.77,35.60,-90.00,12.52,29.79,2.56,59.30,8.99,21.16,49.44,4.00,6.78,64.58,21.37,-8.12,46.98,
854,-90.00,-12.63,19.35,35.45,-90.00,11.96,28.67,2.43,59.45,7.95,21.24,49.44,3.08,6.74,64.73,20.76,-8.36,47.80,
855,-90.00,-12.80,20.30,34.55,-90.00,11.99,28.59,3.36,59.44,8.07,22.20,49.18,3.60,7.46,64.49,20.39,-7.89,46.49,
856,-90.00,-12.91,19.70,34.10,-90.00,12.58,28.64,3.14,58.77,8.15,21.84,48.86,4.03,7.07,63.64,22.23,-8.30,46.20,
857,-90.00,-13.36,20.33,34.00,-90.00,12.47,28.26,3.54,59.55,7.92,22.50,49.08,4.11,7.57,64.05,22.01,-8.08,45.86,
858,-90.00,-15.05,22.30,34.45,-90.00,10.17,25.60,4.15,60.06,4.50,24.66,48.41,0.28,10.45,64.64,20.56,-5.70,43.75,
859,-90.00,-15.00,17.77,33.27,-90.00,11.61,28.06,0.37,63.29,5.52,19.94,53.96,2.27,3.94,71.25,24.61,-15.40,39.87,
860,-90.00,-14.53,19.58,31.38,-90.00,11.53,27.46,2.28,62.31,5.57,22.00,52.24,3.07,6.00,68.27,24.95,-12.93,40.08,
861,-90.00,-10.67,21.87,25.58,-90.00,9.91,27.54,5.62,61.15,6.97,24.50,50.73,4.62,7.74,65.79,21.45,-8.20,45.34,
862,-90.00,-9.81,23.33,27.97,-90.00,9.50,22.65,4.80,60.23,2.43,25.04,48.97,0.36,9.24,65.78,21.07,-8.27,47.02,
863,-90.00,-9.96,23.93,26.82,-90.00,10.35,23.23,5.81,60.37,3.14,25.90,48.84,1.19,9.94,65.59,20.64,-7.24,47.41,
864,-90.00,-2.51,21.00,23.93,-90.00,4.92,24.26,6.45,62.63,4.80,24.71,50.96,2.06,6.33,67.92,18.13,-18.25,43.89,
865,-90.00,-5.44,23.12,26.83,-90.00,7.46,19.29,6.96,63.93,-0.00,28.14,50.25,-1.63,11.52,71.44,18.49,-6.88,53.19,
866,-90.00,-4.79,23.74,26.52,-90.00,6.00,17.63,7.22,65.34,-1.48,28.85,50.64,-2.81,12.05,72.65,17.12,-7.57,53.40,
867,-90.00,-2.28,20.63,23.33,-90.00,7.50,23.86,6.13,64.03,4.72,24.71,51.58,2.81,6.05,67.56,19.06,-14.83,41.94,
868,-90.00,-14.43,21.68,33.32,-90.00,16.60,24.49,1.18,57.14,4.06,21.16,47.12,2.99,6.07,58.83,22.76,-10.15,39.70,
869,-90.00,-17.14,21.00,32.98,-90.00,14.93,27.24,2.18,64.43,4.96,22.26,54.24,4.07,5.62,70.10,24.50,-13.48,39.92,
870,-90.00,-14.84,20.23,30.10,-90.00,14.91,28.33,1.03,64.19,6.44,20.43,54.21,7.03,3.55,63.65,26.10,-13.17,36.71,
871,-90.00,-18.20,22.75,27.20,-90.00,16.52,31.06,2.07,60.76,9.18,20.73,51.46,9.43,3.90,59.25,29.59,-11.51,31.98,
872,-90.00,-24.06,17.38,32.96,-90.00,21.82,35.32,-3.27,59.82,11.44,14.87,53.09,11.29,-1.43,57.00,31.72,-13.96,27.38,
873,-90.00,-22.29,26.19,21.72,-90.00,21.33,32.86,5.90,55.21,11.18,24.90,47.46,11.90,9.41,56.33,38.05,-2.43,37.57,
874,-90.00,-6.83,32.19,17.06,-90.00,10.92,17.45,10.10,57.28,-0.90,31.60,44.19,-0.64,15.66,60.32,19.91,0.02,46.26,
875,-90.00,3.31,17.90,25.27,-90.00,9.97,18.44,0.61,60.45,0.15,21.30,49.54,-3.21,5.54,71.48,17.93,-8.27,58.05,
876,-90.00,-9.52,35.61,14.29,-90.00,17.86,19.94,11.54,52.59,3.69,32.08,39.54,1.79,18.16,53.50,18.84,3.70,44.79,
877,-90.00,-20.25,22.55,29.44,-90.00,27.64,28.32,-2.16,52.64,9.15,16.73,42.65,7.12,3.96,48.89,29.51,-8.18,31.90,
878,-90.00,-19.17,24.22,20.83,-90.00,25.25,28.19,2.99,62.70,9.06,22.40,49.93,8.37,7.53,58.30,28.97,-8.02,35.70,
879,-90.00,-21.02,25.51,18.81,-90.00,24.64,35.51,4.10,57.16,13.19,22.03,49.80,9.21,7.43,61.63,28.68,-5.09,34.68,
